Brand,Title,Model Name,Model Number,Price,Rating,No_of_Ratings,No_of_Reviews,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,Display_size_cm,Resolution,Resolution Type,Display Type,Operating System,Processor Type,Processor Core,Internal Storage,Primary Camera,Primary Camera Features,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Dual Camera Lens,Network Type,Supported Networks,Internet Connectivity,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,NFC,Map Support,GPS Support,Smartphone,SIM Size,SMS,Sensors,GPS Type,Video Formats,Battery Capacity,Width,Height,Depth,Weight
realme,"realme 10 Pro+ 5G (Dark Matter, 128 GB)",10 Pro+ 5G,RMX3686,22999,4.4,23586.0,1998.0,Dark Matter,Smartphones,Dual Sim,No,Yes,17.02,2412 x 1080 Pixel,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 1080 5G,Octa Core,128.0,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP Main Camera (S5KHM6SX03, f/1.75 Aperture, FOV: 83.63 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, PDAF) + 8 MP Wide Camera (IMX355PQH5, f/2.2 Aperture, FOV: 112 Degree, Focal Length: 15.8 mm, 5P Lens, 1/4 inch Sensor Size, 1.12um Pixel Size, Fixed Focus) + 2 MP Macro Camera (GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, 4cm Fixed Focus), Camera Feature: Photo, Beauty, Filter, AI Scene Recognition, Night, Professional, Panoramic View, Portrait, Street, 108M, Macro, Text Scanner, Starry, Tilt-Shift, Group Portrait, One Take, 20 Continous Shoots, Video Feature: Bokeh Flare Portrait, Video Bokeh, Nightscape Video, HDR Video, Ultra Steady Video, Slow Motion, Timelapse, Dual-View Video, Movie, Starry Timelapse, Tilt-Shift Timelapse, EIS",16MP Front Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.2,Yes,802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, GLONASS, BEIDOU, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1",5000.0,73.9,161.5,7.78,172.5
realme,"realme 10 Pro+ 5G (Dark Matter, 256 GB)",10 Pro+ 5G,RMX3686,24999,4.4,23586.0,1998.0,Dark Matter,Smartphones,Dual Sim,No,Yes,17.02,2412 x 1080 Pixel,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 1080 5G,Octa Core,256.0,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP Main Camera (S5KHM6SX03, f/1.75 Aperture, FOV: 83.63 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, PDAF) + 8 MP Wide Camera (IMX355PQH5, f/2.2 Aperture, FOV: 112 Degree, Focal Length: 15.8 mm, 5P Lens, 1/4 inch Sensor Size, 1.12um Pixel Size, Fixed Focus) + 2 MP Macro Camera (GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, 4cm Fixed Focus), Camera Feature: Photo, Beauty, Filter, AI Scene Recognition, Night, Professional, Panoramic View, Portrait, Street, 108M, Macro, Text Scanner, Starry, Tilt-Shift, Group Portrait, One Take, 20 Continous Shoots, Video Feature: Bokeh Flare Portrait, Video Bokeh, Nightscape Video, HDR Video, Ultra Steady Video, Slow Motion, Timelapse, Dual-View Video, Movie, Starry Timelapse, Tilt-Shift Timelapse, EIS",16MP Front Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.2,Yes,802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, GLONASS, BEIDOU, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1",5000.0,73.9,161.5,7.78,172.5
Micromax,Micromax S115,S115,S115,940,3.7,824.0,50.0,Purple,Feature Phones,Dual Sim,No,No,4.5,240x320,Full HD+,Full HD+ AMOLED Display,Android 12,"A15 Bionic Chip, 6 Core Processor",Single Core,0.03125,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP Main Camera (S5KHM6SX03, f/1.75 Aperture, FOV: 83.63 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, PDAF) + 8 MP Wide Camera (IMX355PQH5, f/2.2 Aperture, FOV: 112 Degree, Focal Length: 15.8 mm, 5P Lens, 1/4 inch Sensor Size, 1.12um Pixel Size, Fixed Focus) + 2 MP Macro Camera (GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, 4cm Fixed Focus), Camera Feature: Photo, Beauty, Filter, AI Scene Recognition, Night, Professional, Panoramic View, Portrait, Street, 108M, Macro, Text Scanner, Starry, Tilt-Shift, Group Portrait, One Take, 20 Continous Shoots, Video Feature: Bokeh Flare Portrait, Video Bokeh, Nightscape Video, HDR Video, Ultra Steady Video, Slow Motion, Timelapse, Dual-View Video, Movie, Starry Timelapse, Tilt-Shift Timelapse, EIS",16MP Front Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, GLONASS, BEIDOU, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1",800.0,73.9,161.5,7.78,172.5
realme,"realme 10 Pro+ 5G (Nebula Blue, 256 GB)",10 Pro+ 5G,RMX3686,24999,4.4,23586.0,1998.0,Nebula Blue,Smartphones,Dual Sim,No,Yes,17.02,2412 x 1080 Pixel,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 1080 5G,Octa Core,256.0,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP Main Camera (S5KHM6SX03, f/1.75 Aperture, FOV: 83.63 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, PDAF) + 8 MP Wide Camera (IMX355PQH5, f/2.2 Aperture, FOV: 112 Degree, Focal Length: 15.8 mm, 5P Lens, 1/4 inch Sensor Size, 1.12um Pixel Size, Fixed Focus) + 2 MP Macro Camera (GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, 4cm Fixed Focus), Camera Feature: Photo, Beauty, Filter, AI Scene Recognition, Night, Professional, Panoramic View, Portrait, Street, 108M, Macro, Text Scanner, Starry, Tilt-Shift, Group Portrait, One Take, 20 Continous Shoots, Video Feature: Bokeh Flare Portrait, Video Bokeh, Nightscape Video, HDR Video, Ultra Steady Video, Slow Motion, Timelapse, Dual-View Video, Movie, Starry Timelapse, Tilt-Shift Timelapse, EIS",16MP Front Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.2,Yes,802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, GLONASS, BEIDOU, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1",5000.0,73.9,161.5,7.78,172.5
POCO,"POCO F5 5G (Electric Blue, 256 GB)",F5 5G,MZB0EPNIN,26999,4.3,7427.0,1071.0,Electric Blue,Smartphones,Dual Sim,No,Yes,16.94,2400 x 1080 Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,Qualcomm Snapdragon 7+ Gen 2 (4nm),Octa Core,256.0,64MP (OIS) + 8MP + 2MP,"Rear camera: 64MP (OIS) (f/1.79 Aperture, 1/2.0 inch Sensor Size , 0.7um Pixel Size, 6P Lens, Supports 4-in-1 Pixel Binning) + 8MP Ultrawide Camera + 2MP Macro Camera, Camera Features: Photo, Rear Video Recording, Portrait, Night, Pro Mode, Document Mode, 64MP, 2X In-Sensor Zoom, HDR Mode, Short Video, Panorama, Vlog Mode, Custom Watermark, Slow Motion, Timelapse, AI Watermark, Long Exposure, Google Lens, Movie Frame, Voice Shutter, Macro Mode, Tilt Shift, Macro Video, Video Beautify, Timed Burst, Film Camera, AI Art Framing, Video Features: Short Video, Timelapse, Movie Frame, Slow Motion, Vlog, Filter, Beautify",16MP Front Camera,"16MP Front Camera: Camera Features: Photo, Portrait Mode, Front Video Recording, Night, Short Video, AI Watermark, Panorama, Palm Shutter, HDR Mode, Movie Frame, Voice Shutter, Timed Burst, Short Video, Beautify, Filters, Film Camera, AI Art Framing",Rear Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, Wi-Fi, EDGE, GPRS",Yes,v5.3,Yes,"Supports 2.4 GHz and 5 GHz Dual Band, Support Wifi 6/6E",Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Ambient Light Sensor, Proximity Sensor, Accelerometer, Electronic compass, Gyroscope, Side Fingerprint Sensor, IR Blaster","GPS, AGPS, GLONASS, BEIDOU, GALILEO, QZSS","HEVC, H.264",5000.0,74.95,161.11,7.98,181.0
I,"I Kall King Talking, Contact icon and Auto Call Recording","King Talking, Contact icon and Auto Call Recording",K 48,774,3.6,18892.0,1671.0,Black green,Feature Phones,Dual Sim,No,No,4.57,128*160$$Pixels,Full HD+,Full HD+ AMOLED Display,Symbian,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.03125,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Normal,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","HEVC, H.264",1500.0,72.75009295352325,156.2211596385542,8.678667664670659,0.2
realme,"realme 10 Pro+ 5G (Hyperspace, 256 GB)",10 Pro+ 5G,RMX3686,24999,4.4,23586.0,1998.0,Hyperspace,Smartphones,Dual Sim,No,Yes,17.02,2412 x 1080 Pixel,Full HD+,Full HD+ AMOLED Display,Android 13,Mediatek Dimensity 1080 5G,Octa Core,256.0,108MP + 8MP + 2MP,"Triple Camera Setup: 108 MP Main Camera (S5KHM6SX03, f/1.75 Aperture, FOV: 83.63 Degree, Focal Length: 23.6 mm, 6P Lens, 1/1.67 inch Sensor Size, Pixel Size: 0.64um, PDAF) + 8 MP Wide Camera (IMX355PQH5, f/2.2 Aperture, FOV: 112 Degree, Focal Length: 15.8 mm, 5P Lens, 1/4 inch Sensor Size, 1.12um Pixel Size, Fixed Focus) + 2 MP Macro Camera (GC02M1, f/2.4 Aperture, FOV: 88.8 Degree, Focal Length: 21.9 mm, 3P Lens, 1/5 inch Sensor Size, Pixel Size: 1.75um, 4cm Fixed Focus), Camera Feature: Photo, Beauty, Filter, AI Scene Recognition, Night, Professional, Panoramic View, Portrait, Street, 108M, Macro, Text Scanner, Starry, Tilt-Shift, Group Portrait, One Take, 20 Continous Shoots, Video Feature: Bokeh Flare Portrait, Video Bokeh, Nightscape Video, HDR Video, Ultra Steady Video, Slow Motion, Timelapse, Dual-View Video, Movie, Starry Timelapse, Tilt-Shift Timelapse, EIS",16MP Front Camera,"16MP Camera Setup: (S5K3P9SP04, f/2.45 Aperture, FOV: 82.3 Degree, Focal Length: 24 mm, 1/3.1 inch Sensor Size, 1.0um Pixel Size, 5P Lens, Fixed Focus), CMOS, EIS, Camera Feature: Photo, Beauty, AI Scene Recognition, Filter, Night, Portrait, Panoramic View",Rear: Single Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, WCDMA, GSM","5G, 4G, 3G, GPRS, EDGE, Wi-Fi",Yes,v5.2,Yes,802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Magnetic Induction Sensor, Light Sensor, Proximity Sensor, Gyrometer, Acceleration Sensor","GPS, GLONASS, BEIDOU, GALILEO, QZSS","MPEG2, H.263, MPEG4, H.264, H.265, VP8, VP9, VC1",5000.0,73.9,161.5,7.95,174.5
SAMSUNG,"SAMSUNG Galaxy S23 5G (Cream, 256 GB)",Galaxy S23 5G,SM-S911BZECINS,79999,4.6,3050.0,421.0,Cream,Smartphones,Dual Sim,Yes,Yes,15.49,2340 x 1080 Pixels,Full HD+,Full HD+ Dynamic AMOLED 2X,Android 13,Qualcomm Snapdragon 8 Gen 2,Octa Core,256.0,50MP + 10MP + 12MP,"Camera Feature: AR Zone, Bixby Vison, Director's View, Food, Hyperlapse, Night, Panorama, Photo, Portrait, Video Feature: Portrait Video, Pro, Pro Video, Single Take, Slow Motion, Super Slow Mo, Video",12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Yes,Yes,Yes,Yes,Primary Camera,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM",Yes,Yes,v5.3,Yes,"802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz 6 GHz), HE160, MIMO, 1024-QAM",Yes,Yes,Yes,Yes,Yes,Nano Sim,Yes,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, Proximity Sensor","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM",3900.0,70.9,146.3,7.6,168.0
itel,itel Power 200|2500 mAh battery|Expandable Storage upto 32GB,Power 200|2500 mAh battery|Expandable Storage upto 32GB,P200,1399,4.0,92.0,9.0,Black,Feature Phones,Dual Sim,No,No,4.57,160 x 128 pixels,Full HD+,Full HD+ AMOLED Display,1,"A15 Bionic Chip, 6 Core Processor",Octa Core,0.03125,0.3MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,2G,GSM,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Nano Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM",2500.0,70.9,146.3,7.6,168.0
realme,"realme Narzo N55 (Prime Black, 128 GB)",Narzo N55,RMX3710,12469,4.3,2082.0,112.0,Prime Black,Smartphones,Dual Sim,No,Yes,17.07,1080x2400$$Pixels,Full HD+,Full HD+ AMOLED Display,Android 13,"A15 Bionic Chip, 6 Core Processor",Octa Core,128.0,64MP Rear Camera,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",16MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear Flash,Yes,Yes,Yes,Primary Camera,4G VOLTE,4G LTE,"5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.0,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,No,Google Maps,Yes,No,Nano Sim,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, AGPS, GLONASS, GALILEO, QZSS","MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM",5000.0,70.9,146.3,7.6,168.0
realme,"realme C30s (Stripe Black, 32 GB)",C30s,RMX3690,6999,4.4,6664.0,237.0,Stripe Black,Smartphones,Dual Sim,No,Yes,16.51,1600 x 720 Pixels,HD+,HD+ LCD Display,Android 12,Unisoc SC9863A/ Unisoc SC9863A1,Octa Core,32.0,8MP Rear Camera,"8MP Camera Setup: (f/2.0 Aperture, FOV: 77.3 Degree, Focal Length: 26.6 mm, 4P Lens, CMOS, 1/4 inch Sensor Size, 1.12um Pixel Size, Autofocus), Camera Feature: Beauty, Filter, HDR, Panoramic View, Portrait, Timelapse, Expert, Super Night, 20 Continous Shooting",5MP Front Camera,"5MP Camera Setup: (f/2.2 Aperture, FOV: 77 Degree, CMOS, 1/5 inch Sensor Size, 1.12um Pixel Size, 3P Lens, Fixed Focus), Camera Feature: Beauty, Filter, HDR",Rear: Single Flash | Front: Screen Flash,Yes,Yes,Yes,Primary Camera,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi",Yes,v4.2,Yes,802.11 b/g/n (2.4 GHz),Yes,No,Google Maps,Yes,Yes,Nano Sim,Yes,"Light Sensor, Proximity Sensor, Acceleration Sensor","GPS, GLONASS","F4V, TS, MP4, MKV, AVI, FLV, 3GP, MOV, WEBM",5000.0,75.7,164.2,8.5,186.0
APPLE,"APPLE iPhone 14 ((PRODUCT)RED, 128 GB)",iPhone 14,MPVA3HN/A,64999,4.6,49449.0,1889.0,(PRODUCT)RED,Smartphones,Dual Sim(Nano + eSIM),No,Yes,15.49,2532 x 1170 Pixels,Super Retina XDR Display,Super Retina XDR Display,iOS 16,"A15 Bionic Chip, 6 Core Processor",Hexa Core,128.0,12MP + 12MP,"Dual Camera Setup: 12MP Main Camera (Focal Length: 26 mm, f/1.5 Aperture, Sensor Shift Optical Image Stabilisation, Seven Element Lens, 100% Focus Pixels) + 12MP Ultra Wide Camera (Focal Length: 13 mm, f/2.4 Aperture and FOV: 120 Degree, Five Element Lens), 2X Optical Zoom Out, Digital Zoom Upto 5X, Sapphire Crystal Lens Cover, True Tone Flash, Camera Feature: Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Night Mode, Panorama (up to 63MP), Photographic Styles, Wide Colour Capture for Photos and Live Photos, Lens Correction (Ultra Wide), Advanced Red Eye Correction, Auto Image Stabilisation, Burst Mode, Photo Geotagging, Image Formats Captured: HEIF and JPEG",12MP Front Camera,"12MP Camera Setup: (f/1.9 Aperture), Camera Feature: Autofocus with Focus Pixels, Six Element Lens, Retina Flash, Photonic Engine, Deep Fusion, Smart HDR 4, Portrait Mode with Advanced Bokeh and Depth Control, Portrait Lighting with Six Effects (Natural, Studio, Contour, Stage, Stage Mono, High Key Mono), Animoji and Memoji, Night Mode, Photographic Styles, Apple ProRAW, Wide Colour Capture for Photos and Live Photos, Lens Correction, Auto Image Stabilisation, Burst Mode, Video Feature: Timelapse Video with Stabilisation, Night Mode Timelapse, QuickTake Video, Cinematic Video Stabilisation (4K, 1080p and 720p)",Rear: LED True Tone Flash | Front: Retina Flash,Yes,Yes,Yes,Primary Camera,"5G, 4G VOLTE, 4G, 3G, 2G","5G, 4G VoLTE, 4G LTE, UMTS, GSM","5G, 4G, 3G, Wi-Fi, EDGE",Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,Google Maps,Yes,Yes,Nano Sim + eSIM,Yes,"Face ID, Barometer, High Dynamic Range Gyro, High-G Accelerometer, Proximity Sensor, Dual Ambient Light Sensors","GPS, GLONASS, GALILEO, QZSS, BEIDOU","HEVC, H.264",3279.0,71.5,146.7,7.8,172.0
